1378189897,160000,0.1
1378224414,150000,0.2
1378254765,180000,2.94
1378271222,180000,0.5
1378343798,150000,0.1
1378367663,150000,0.537
1378380529,150000,0.463
1378381752,160000,0.3
1378441918,145000,0.2
1378514669,145000,0.1
1378514709,140000,0.1
1378552766,140000,0.2
1378613808,141000,0.4
1378627740,160000,0.2
1378647310,146000,0.2
1378745763,142000,0.24
1378886935,140000,0.1
1378902321,140000,0.5
1378980624,144000,0.22
1379049704,144000,0.63
1379126559,135000,0.1
1379380361,144000,0.1
1379473258,144000,0.1
1379636055,144000,0.1
1379656819,144000,0.3
1379923028,142000,0.2
1379987642,142000,0.3
1379987643,143000,0.5
1379987643,144999,0.2
1379987693,144999,0.18
1379987693,145000,0.82
1379998492,145000,0.18
1379998527,146000,2
1380058415,142000,0.4
1380058416,141000,0.1
1380078973,148000,2
1380180755,147000,0.5
1380180755,147000,1
1380180785,148000,1
1380240333,141000,0.5
1380240409,141000,0.4
1380240409,137000,0.1
1380240492,137000,0.2
1380240492,131000,0.3
1380254404,145000,0.595
1380273576,145000,0.405
1380273576,147000,1
1380273577,147000,1
1380273577,147000,0.095
1380277117,147000,0.17
1380290825,147000,0.235
1380290825,148000,0.0468
1380337474,137000,0.101
1380337530,148000,0.115
1380343857,137000,0.101
1380377704,148000,0.1123
1380496650,148000,0.13513514
1380539956,147500,2.2
1380549416,147500,0.1
1380604789,140000,1
1380604789,147500,0.3115244
1380604789,147500,1
1380638599,145000,0.01
1380750954,139000,1.03
1380751263,136000,1.7695
1380753375,136000,1.2305
1380753448,135000,0.14814815
1380980780,139000,0.02852
1381061107,139000,0.46898
1381061108,140000,1.7589696
1381119678,140000,0.4410304
1381119679,140000,0.0279496
1381119679,145000,0.49
1381119679,145000,0.03102
1381126145,138000,0.58544495
1381165071,139000,1
1381211273,145000,0.10345
1381247895,145000,0.36553
1381247896,145000,2.63447
1381332054,142000,0.2
1381376180,139000,0.296
1381477451,139500,0.5
1381494073,139500,0.0295
1381504450,139500,1.1705
1381504502,139100,0.5
1381546092,142999,0.02847
1381646749,135000,1
1381651413,135000,0.20259061
1381723704,138777,0.715
1381723966,138777,0.03
1381723998,138777,0.255
1381728695,139000,0.5
1381731541,139000,0.5
1381747843,139000,0.211
1381747900,139000,0.02
1381758152,138888,2
1381758364,139000,3.044
1381758713,139000,2
1381779944,143000,0.1455
1381779944,145000,0.33381
1381811243,140000,8.5216
1381839106,145000,0.01
1381842556,145000,1.42742069
1381881701,145000,3.01749417
1381884578,149000,0.035
1381884937,149000,0.536
1381893173,149000,0.429
1381893185,150000,0.5
1381912870,155000,0.3
1381912871,167000,0.5
1381912871,168000,0.2
1381920024,147000,3
1381977106,147000,1
1382017167,144000,0.5
1382054245,147000,2
1382091868,168000,0.3
1382091868,170000,0.7
1382116764,170000,0.3
1382116764,170000,0.91971
1382116764,172000,0.5
1382116764,174000,0.5
1382132448,175480,3.28029
1382238901,174000,3.95
1382260649,175000,1
1382321325,179000,0.4
1382331864,167000,5
1382331864,167000,0.7
1382331864,160000,3
1382332041,160000,1
1382332610,160000,0.3
1382332925,170000,10
1382333301,170000,5
1382333348,170000,5
1382333602,175000,0.57
1382335155,160000,0.2
1382335155,160000,1.73942
1382335886,178000,0.1
1382337631,178000,0.1
1382339029,178000,1.5
1382339131,179000,0.18
1382356816,178000,0.02
1382356858,179000,0.42
1382427384,190000,0.5
1382427385,192000,0.5
